"","x"
"188","보스 베이비 2별점 - 총 10점 중10기대를 안하고 봤는데 가족애를 담은 내용으로 재밌게 봤어요 이여름 더위도 잠시나마 쉴힐겸 영화를 보러갔는데 잼있는 영화를 부채질하면서 봤네요 신고"
"189","보스 베이비 2별점 - 총 10점 중10어제 봤었는데 제가 봤던 영화중 집중을 제일 많이한 것 같습니다 그냥 보스베이비와 보스베이2 둘다 재미이습니다 신고"
"190","보스 베이비 2별점 - 총 10점 중9너무 재밌게봤어요~~^^ 신고"
"191","보스 베이비 2별점 - 총 10점 중10말이 필요없는 영화입니당 꼭 보세용 신고"
"192","보스 베이비 2별점 - 총 10점 중9인생의 삶을 보는 내용 신고"
"193","보스 베이비 2별점 - 총 10점 중10티나랑 테드,팀 어릴때 귀엽♡♡♡ 그리고 팀이 마르코스라고 할때 티나 할머니,할아버지가 못알아봐서 짠함~~ 신고"
"194","보스 베이비 2별점 - 총 10점 중10신고"
"195","보스 베이비 2별점 - 총 10점 중7신고"
"196","보스 베이비 2별점 - 총 10점 중10그냥 개잼 ㅅ.ㅂ ㅋㅋㅋ 신고"
"197","보스 베이비 2별점 - 총 10점 중10너무 귀엽고 너무 재미있어요! 감동도 주고 행복한 영화입니다 ㅠㅠ 신고"
"198","보스 베이비 2별점 - 총 10점 중10진짜진짜 너무 재밌었어요ㅠㅠ 다시 보고 싶어요ㅠㅠ 신고"
"199","보스 베이비 2별점 - 총 10점 중10기레기들은 평점이 왜리 낮은가요..ㅡㅡ.. 신고"
"200","보스 베이비 2별점 - 총 10점 중10진짜 코로나때 할거없었는데 기대진짜많이한만큼 진짜 너무재밌었어요ㅠㅠㅜ?? 신고"
"201","보스 베이비 2별점 - 총 10점 중2진짜 지루했어요ㅜㅜ,1편을보구 넘기대했는데, 졸았습니다 신고"
"202","보스 베이비 2별점 - 총 10점 중6픽사와 마찬가지로 믿고 보는 드림웍스 애니 신고"
"203","보스 베이비 2별점 - 총 10점 중1평점들의 진정성이 정말로 의심된다.... 보다가 중간에 나온 몇안되는 영화중 하나 신고"
"204","보스 베이비 2별점 - 총 10점 중10신고"
"205","보스 베이비 2별점 - 총 10점 중101편은 아이들을 위한, 2편은 어른들을 위한 사랑스런 영화 신고"
"206","보스 베이비 2별점 - 총 10점 중9유치하고 단순했지만 오락성에서는 최고였고 캐릭터 역시 귀여웠음 신고"
"207","보스 베이비 2별점 - 총 10점 중10개인적으로 1보다 더 재밌었어요ㅠㅠ걍 보세요 신고"
"208","보스 베이비 2별점 - 총 10점 중10기대안하고 봣는데 정말 재밌게 봤어요! 신고"
"209","보스 베이비 2별점 - 총 10점 중10생각없이 캐쥬얼하게 볼만함 신고"
"210","보스 베이비 2별점 - 총 10점 중9재미있게 봤어요 신고"
"211","보스 베이비 2별점 - 총 10점 중10재밌네요. 기대 안하고 봐서 그런가? 신고"
"212","보스 베이비 2별점 - 총 10점 중10사랑스럽고 사랑스럽다,,이런 귀요미들,,, 신고"
"213","보스 베이비 2별점 - 총 10점 중6그냥 뭐 그랬음 9.72까지는 아니라고 생각함 신고"
"214","보스 베이비 2별점 - 총 10점 중9생각보다 훨씬 재미있어요 ㅎ 신고"
"215","보스 베이비 2별점 - 총 10점 중10재미감동 다 있네요ㅠㅠㅠㅠ끝나고산 퍼즐도 귀엽고 필름도 넘 귀여워요!!! 신고"
"216","보스 베이비 2별점 - 총 10점 중10진짜 재밌음 근데 둘 사이가 왜 소원해졌는지 안나와서 좀 아쉽다 넷플릭스 시리즈 더 나오면 그 내용 다뤄도 좋을듯 신고"
"217","보스 베이비 2별점 - 총 10점 중10원래 보통 1보다 2가 재미없는 경우가 많은데, 이번에는 1보다 재밌었어요ㅠㅠ 신고"
"218","보스 베이비 2별점 - 총 10점 중10진짜 너무너무 재밌어요!!!! 하  별로 기대 없이 갔는데 진짜 너무 재밌어서 충격,, 신고"
"219","보스 베이비 2별점 - 총 10점 중10솔직히 예전 시즌을 너무 재밌게 본터라 재미로 보러 왔는데 너무 감동적이고 재밌고 다 하더라구요 특히 자녀 계신 부모님들이 아이랑 같이 보시는거 너무 추천드려요 진짜 감동 먹고 재밌는 장면도 몇몇 있고 너무 재밌게 잘 본 영화 였습니다? 아 오에스티도 너무 좋은 영화 입니다 신고"
"220","보스 베이비 2별점 - 총 10점 중61편이 나음.뜬금없이 사요나라 사요나라 하는거되게 듣기 싫넹. 신고"
"221","보스 베이비 2별점 - 총 10점 중10너무 재밌었요. 꼭 보셔야 합니다 신고"
"222","보스 베이비 2별점 - 총 10점 중7여자친구가 보다가 슬퍼서 울었어요 신고"
"223","보스 베이비 2별점 - 총 10점 중8어른들이 볼 작품은 아님 신고"
"224","보스 베이비 2별점 - 총 10점 중9너무 웃기고 귀엽다 ㅋㅋ 신고"
"225","보스 베이비 2별점 - 총 10점 중10어린이들을 위한 최고의 영화 신고"
"226","보스 베이비 2별점 - 총 10점 중10아이들이 너무 좋아하네요~~ 잼있게 봤습니다. 신고"
"227","보스 베이비 2별점 - 총 10점 중10직접 가서 보니 어른들 밖에 없습니다.후회 안되는 영화입니다.즐겁게 보세요^^ 신고"
"228","보스 베이비 2별점 - 총 10점 중10어른들도 좋아할 귀여움ㅎㅎㅎ 신고"
"229","보스 베이비 2별점 - 총 10점 중10멋진 후속작. 1편보다 한층 더귀여워진 캐릭터들 팬들을 위한 서비스도 한가득 신고"
"230","보스 베이비 2별점 - 총 10점 중10완전 재밌어요 완전 꿀잼 신고"
"231","보스 베이비 2별점 - 총 10점 중10이 영화를 어린 아이들이 많이 볼 것이라 생각해 영화관 내 불편함을 미리 고민했던 내 자신이 부끄러워지던 영화. 신고"
"232","보스 베이비 2별점 - 총 10점 중10신고"
"233","보스 베이비 2별점 - 총 10점 중10진짜 귀엽다 3편도 기대할게요!!! 신고"
"234","보스 베이비 2별점 - 총 10점 중10진짜 재미있었어요~! 신고"
"235","보스 베이비 2별점 - 총 10점 중10전편보다 더 유쾌해지고 더 귀염폭발한 애니메이션 신고"
"236","보스 베이비 2별점 - 총 10점 중10방금 봤는데 한 번 더 보고싶은이 귀여움 ...살짝 감동까지 신고"
"237","보스 베이비 2별점 - 총 10점 중10블랙위도우 존나 억지 심한데그거 보다 100배 낫다다만 자막으로 조조로 봤는데나혼자 극장 빌려서 봄. 단 한명도 없었음내 생애 처음임 신고"
"238","보스 베이비 2별점 - 총 10점 중10보고 싶은데 코로나 무서워서 ㅠㅠ 신고"
"239","보스 베이비 2별점 - 총 10점 중10진짜 존잼 !!  ??          ??    ㅇ 신고"
"240","보스 베이비 2별점 - 총 10점 중10아이랑 함께 봤는데재밌기도 하고 감동 포인트도 있고 좋네요강추합니다 신고"
"241","보스 베이비 2별점 - 총 10점 중10계속 울었어요 .. 너무재밌어요.. 신고"
"242","보스 베이비 2별점 - 총 10점 중10쉴틈없이 몰아치는 재미ㅋㅋ 신고"
"243","보스 베이비 2별점 - 총 10점 중10정말 재밌음. 어른이 봐도 재밌어요 신고"
"244","보스 베이비 2별점 - 총 10점 중10너무 귀엽고 감동적ㅠㅠ 신고"
"245","보스 베이비 2별점 - 총 10점 중102살인데 재미있게보았다 신고"
"246","보스 베이비 2별점 - 총 10점 중10재밌습니다. 더빙으로 봤는데 괜찮았습니다. 신고"
"247","보스 베이비 2별점 - 총 10점 중10아이와 재미있게 봤습니다~^^ 신고"
"248","보스 베이비 2별점 - 총 10점 중10이 영화만큼 재밌는 영화 본 적이 없어요!베이비들 진짜 귀엽고 스토리도 감동적이니 꼭 보세요 몇 번씩 봐도 질리지 않을 것 같네요 강추합니다! 신고"
"249","보스 베이비 2별점 - 총 10점 중1""시간을 참신하게 낭비하는 방법"" 신고"
"250","보스 베이비 2별점 - 총 10점 중10솔직히 넘 재밌었어요♡♡ 신고"
"251","보스 베이비 2별점 - 총 10점 중10그냥 앙기모 찌찌 하네여 신고"
"252","보스 베이비 2별점 - 총 10점 중10너무 재미있어요!시리즈 2편이 재미있기 쉽지 않은데 이번 영화 너무 감동적이고 재밌답니다 ♥?완전 강추예요 :D 만들어 주셔서 감사드려용~ 신고"
"253","보스 베이비 2별점 - 총 10점 중10너무 사랑스러운영화! 보스베이비1 보다 더 재밌었어요 계속 나왔으면 좋겠네요ㅠ 꼭 보세요!! 강추강추 신고"
"254","보스 베이비 2별점 - 총 10점 중10가족에 소중함^^오늘만은 사이좋게 잘 지냈으면....잼있고 즐겁게 보고 왔습니다. 신고"
"255","보스 베이비 2별점 - 총 10점 중10보면 즐거워지는 영화! 강추! 신고"
"256","보스 베이비 2별점 - 총 10점 중10스마트폰중독 시대에 가족의 소중함을 깨닳게되는 영화 최고 였어요!ㅎㅎ 신고"
"257","보스 베이비 2별점 - 총 10점 중10너무 재미있고 감동도 있고 ㅜㅜㅜ 완벽 ㅜㅜ 신고"
"258","보스 베이비 2별점 - 총 10점 중10두 딸 키우는 아빠 입장에서 충분히공감되는 스토리 라인이며 아빠와 딸이부르는 노래도 좋고 딸이 발표회에서부르는 곡도 무척이나 좋아요. 영화끝나고 오는 길에 그 두곡을 반복해서계속 들으며 왔어요~ 신고"
"259","보스 베이비 2별점 - 총 10점 중10즐겁게 가족모두 함께 볼 수 있는 영화입니다 신고"
"260","보스 베이비 2별점 - 총 10점 중4보스베이비 1에서 느꼈던 소소한 재미와 귀여움이 사라지고, ost와 화려한 영상에 집중된 듯 하여 조금은 실망했습니다. 신고"
"261","보스 베이비 2별점 - 총 10점 중10겁나 귀엽다아.... 신고"
"262","보스 베이비 2별점 - 총 10점 중4말 빠르고 이야기전환이 빠른 편이라 어린이 관객들은 다 이해 못할 듯. 전작 잘 본 6살 아이가 계속 언제 끝나냐고 했어요.'다양성' 챙기느라 딸 둘 넣었겠지만 나온다 뿐이지 실질적으로 액션의 절대부분은 기존 남주 둘이 다 하니 괜히 이야기만 산만해진 느낌도.주제도 형제 우애, 가족 사랑 등 전작에서 한치도 나아가지 못하고 베이비나라 설정은 거의 의미가 없어졌고..오로지 '아기 모습'으로 힐링하고 싶은 사람 외에는 그다지 추천하고 싶지 않음. 신고"
"263","보스 베이비 2별점 - 총 10점 중10영화관에서 시청했는데 집에서 TV로 또 볼 거예요!진짜 너무 재밌고 감동스럽고 혼자 다 하는 영화입니다 ㅎ.ㅎ 그와중에 어른 된 팀 템플턴 너무 잘생겼어요.. 보자마자 반해가지고 팀 템플턴만 보게돼요..인생영화로 꼽을 만 하고 최고였습니다 신고"
"264","보스 베이비 2별점 - 총 10점 중10진짜 시간가는줄 몰랐고 진짜 인생영화가 될 것 같아요! 신고"
"265","보스 베이비 2별점 - 총 10점 중10신고"
"266","보스 베이비 2별점 - 총 10점 중10꼭 1편 보고 가세요. 연결이 많이 되고 보스베이비의 부하인 스테이시랑 점보가 부부로 나오는 등 알고 보면 훨씬 재밌게 볼 수 있습니다. 신고"
"267","보스 베이비 2별점 - 총 10점 중10귀염뽀짝합니다 보스베이비 신고"
"268","보스 베이비 2별점 - 총 10점 중10다시 봐도 재밌는 영화인거 같음 신고"
"269","보스 베이비 2별점 - 총 10점 중91편은 사실 되게 귀엽다 이렇게만 생각했었는데 2편은 정말 영화 진짜 잘 만들었다고 생각했다. 액션신이라고 하긴 뭐 하지만 급박한 장면도 되게 신이 나고 중간 중간 감동적인 부분이 정말 많았다. 특히 딸이 노래 부를 때 사람들이 음표로 변할 때 정말 눈물이 날 뻔할 정도로 아름다웠다. 최애 장면으로 꼽자면 이 장면이었다. 큰 기대 안 했는데 정말 너무너무 좋았던 영화였다 신고"
"270","보스 베이비 2별점 - 총 10점 중7신고"
"271","보스 베이비 2별점 - 총 10점 중4평보고 기대하고 갔지만.... 알바인가싶을정도로 노잼....난 1편안보고 갔는데 이해 안되게 설정된부분이 꽤 있는듯1편 본 일행도 1편보다 노잼이라고함...졸다옴 신고"
"272","보스 베이비 2별점 - 총 10점 중10올입도가 굉장히 높은 작품입니다 신고"
"273","보스 베이비 2별점 - 총 10점 중10꿀잼ㅍㄴ767645464646 신고"
"274","보스 베이비 2별점 - 총 10점 중10너무 감동적이고 재미있었읍니다 1보고 올만에 보니 넘 재밌고 감동적입니다^^~3도 나오면 무조건 봐야될 감동적 영화 입니다~ 신고"
"275","보스 베이비 2별점 - 총 10점 중10귀엽고 귀엽고 귀여워.... 힐링 신고"
"276","보스 베이비 2별점 - 총 10점 중10캐릭터 너무귀엽고 OST 좋아요. 신고"
"277","보스 베이비 2별점 - 총 10점 중10하 시간대안되서 더빙봣는데 더빙도 꿀잼 테드 너무 귀엽 자막으로 또보고싶음 신고"
"278","보스 베이비 2별점 - 총 10점 중10완전 재미있어요 역시 드림웍스~ 신고"
"279","보스 베이비 2별점 - 총 10점 중10감동적이네요 가족과 보면 좋을 것 같네요 신고"
"280","보스 베이비 2별점 - 총 10점 중10믿고보는 드림웍스 영화입니다^^ 신고"
"281","보스 베이비 2별점 - 총 10점 중10졸귀탱 베이비들.. 신고"
"282","보스 베이비 2별점 - 총 10점 중10그냥 언니랑 오전에 가볍게 보고 오려고 했는데 기대보다 더 재미있게 보고 왔어요 티나 너무 기여움.. 신고"
"283","보스 베이비 2별점 - 총 10점 중9생각했던 귀여움과 생각 못했던 감동까지 신고"
"284","보스 베이비 2별점 - 총 10점 중10신고"
"285","보스 베이비 2별점 - 총 10점 중10보스베이비1보다 재밌게 봄. 영상미가 화려해서 지루할 새가 없고, 약빨고 만들었나 싶은 전개 신고"
"286","보스 베이비 2별점 - 총 10점 중10꿀잼 1편 보면 더 재밌어요 신고"
"287","보스 베이비 2별점 - 총 10점 중101편도 재밌게 봤는데 이번 편도 좋아요~ 신고"
"288","보스 베이비 2별점 - 총 10점 중9너무 귀엽고 재밌고^^ㅎ 신고"
"289","보스 베이비 2별점 - 총 10점 중10탄탄하고 빠르게 진행되는 에피소드에 귀요미들까지 보는내내 행복했던 시간 신고"
"290","보스 베이비 2별점 - 총 10점 중10한층 더 귀여워진 베이비들ㅎㅎ 사랑스러워 죽겠당! 신고"
"291","보스 베이비 2별점 - 총 10점 중10보스베이비1보다 백배 더 재밌는듯 ㅋ 신고"
"292","보스 베이비 2별점 - 총 10점 중10너무 재미있네요 진작 볼 걸ㅎㅎㅎ 신고"
"293","보스 베이비 2별점 - 총 10점 중10캐릭터들과 스토리 다 너무 좋아요! 신고"
"294","보스 베이비 2별점 - 총 10점 중10가족들이랑 보기에 딱 좋은 귀요미 애니 신고"
"295","보스 베이비 2별점 - 총 10점 중10재미있었습니다 무조건 n차 갑니다!! 신고"
"296","보스 베이비 2별점 - 총 10점 중10귀엽고 보는내내 웃으면서 봤네요~보스베이비3 기대하고 있겠습니다~^^보시면 후회 없습니다 신고"
"297","보스 베이비 2별점 - 총 10점 중10재밌어요!!! 베비들 너무 귀여워요~~ 신고"
"298","보스 베이비 2별점 - 총 10점 중10귀여움 업그레이드됨ㅠ 신고"
"299","보스 베이비 2별점 - 총 10점 중9나름 감동도 잇고 잼나넹ㅎㅎ 신고"
"300","보스 베이비 2별점 - 총 10점 중98살 딸 아이가 너무너무 좋아했어요~ 신고"
"301","보스 베이비 2별점 - 총 10점 중10보는내내 귀여워 죽을 뻔... 또 보러 가야지ㅠㅠㅠ 신고"
"302","보스 베이비 2별점 - 총 10점 중10오랜만에 힐링 애니매이션:) 신고"
"303","보스 베이비 2별점 - 총 10점 중9여전히 귀여운 베이비들 신고"
"304","보스 베이비 2별점 - 총 10점 중9보는 재미와 생각하는 재미가 상당하네요ㅎㅎ 신고"
"305","보스 베이비 2별점 - 총 10점 중10아이는 물론 어른까지도 최고의 영화네요~ 신고"
"306","보스 베이비 2별점 - 총 10점 중10저도 잼났고 아이들과 즐겁게 봤어요~~ 신고"
"307","보스 베이비 2별점 - 총 10점 중9신나게 재밌게 봤습니다 신고"
"308","보스 베이비 2별점 - 총 10점 중10진짜 개재밌음 걍 보세요 신고"
"309","보스 베이비 2별점 - 총 10점 중10보스베이비 존잼이요~♡ 신고"
"310","보스 베이비 2별점 - 총 10점 중8가족 사랑이 느껴지는 영화였습니다ㅎㅎ 신고"
"311","보스 베이비 2별점 - 총 10점 중10아이들과 너무 행복한 시간이였습니다 신고"
"312","보스 베이비 2별점 - 총 10점 중9드림웍만의 환상적인 스토리의 전개 역시 최고다ㅎㅎㅎ 신고"
"313","보스 베이비 2별점 - 총 10점 중10전작을 뛰어넘는 속편 등장 신고"
"314","보스 베이비 2별점 - 총 10점 중10정말 재미있고 시간 가는줄도 모르게 본 애니메이션 신고"
"315","보스 베이비 2별점 - 총 10점 중10세상 귀여워서 미쳐버림 신고"
"316","보스 베이비 2별점 - 총 10점 중8오랜만에 순수해지는 느낌~~ 신고"
"317","보스 베이비 2별점 - 총 10점 중10초등 학생 아이들과 함께 봣는데 좋아 하네요^^ 저도 재밌게 봤구요~ 신고"
"318","보스 베이비 2별점 - 총 10점 중8진짜 드림웍스가 제대로 만들었네 신고"
"319","보스 베이비 2별점 - 총 10점 중10애니 별로 안좋아하는데 이건 완죤 내스타일!! 신고"
"320","보스 베이비 2별점 - 총 10점 중10주인공이 다 커서 부모님이 되었다가 어려지게 되면서 겪는 스토리인데,몇몇 대사가 너무 인상적이었습니다. 이 영화 추천합니다. 신고"
"321","보스 베이비 2별점 - 총 10점 중9귀여운 캐릭터와 환상적인 영상 그리고 유쾌한 음악 신고"
"322","보스 베이비 2별점 - 총 10점 중10너무 재미있게 감상했네요:) 신고"
"323","보스 베이비 2별점 - 총 10점 중10진짜 보스베이비 인형 사고싶어욬ㅋㅋ 신고"
"324","보스 베이비 2별점 - 총 10점 중10최고 귀여움ㅋㅋㅋ 지구뿌셔ㅠㅠ 신고"
"325","보스 베이비 2별점 - 총 10점 중10감동과 재미 둘다 있는 좋은 영화 신고"
"326","보스 베이비 2별점 - 총 10점 중101편만큼 스토리도 좋다 시간도 순삭 신고"
"327","보스 베이비 2별점 - 총 10점 중10아이들이 넘 좋아해요 ㅎㅎㅎ 어른들이 봐도 재밌어요ㅎㅎ 신고"
"328","보스 베이비 2별점 - 총 10점 중10잼났어요 모든 캐릭터들 다 조아요 신고"
"329","보스 베이비 2별점 - 총 10점 중10올해는 보스베이비2, 소울, 귀멸의 칼날같은 애니메이션들이 한국 3류영화들 쓸어버리네..경쟁력이 없으니까 쓸려나가지...대한민국에서는 100년이 지나도 나올수없는 애니메이션... 신고"
"330","보스 베이비 2별점 - 총 10점 중2댓글알바 … 하 속았어요 신고"
"331","보스 베이비 2별점 - 총 10점 중10woaldlTdjqhdlsek 신고"
"332","보스 베이비 2별점 - 총 10점 중7귀여움으로 모든 걸 커버한다. 신고"
"333","보스 베이비 2별점 - 총 10점 중31편보다는 좀.. 지루해요. 그래도... 볼만해요! 신고"
"334","보스 베이비 2별점 - 총 10점 중10신고"
"335","보스 베이비 2별점 - 총 10점 중10진짜 재밌다! 시즌1도 정말 재밌게 봤는데 시즌2는 기대이상이었다! 정말 후회없음! 꿀잼!!! 신고"
"336","보스 베이비 2별점 - 총 10점 중10재밌음 노래불러줄때 뭔가 슬펐음 ㅠ 신고"
"337","보스 베이비 2별점 - 총 10점 중10재밌는 영화다 너무 재밌어요 신고"
"338","보스 베이비 2별점 - 총 10점 중10드림웍스 최고의 작품ㅋㅋㅋㅋ 신고"
"339","보스 베이비 2별점 - 총 10점 중104년동안 기다린 보람이 있네요~ 꼭 보시길~~ 신고"
"340","보스 베이비 2별점 - 총 10점 중10최근에 본 코미디 영화 중에 젤 웃겨요.. 진짜 많이 웃음 꼭 봐주세요ㅠㅠ 신고"
"341","보스 베이비 2별점 - 총 10점 중9아이들하고 같이 보기에 좋은거 같아요~가족과 형제 자매의 소중함을 다시 한번...강츄강츄 신고"
"342","보스 베이비 2별점 - 총 10점 중10최고. 애들도 너무 좋아하고.올만에 잼나게 웃고갑니다 신고"
"343","보스 베이비 2별점 - 총 10점 중10애기영화 아님 감동적 노래가 좋음 신고"
"344","보스 베이비 2별점 - 총 10점 중10진짜 재미 있고 너무 귀여워영 보기 잘한거 같아영3편도 나와 주길? 신고"
"345","보스 베이비 2별점 - 총 10점 중10너무 귀엽고 힐링되는 영화예요. 무더위에 극장에서 바캉스 즐긴 기분 신고"
"346","보스 베이비 2별점 - 총 10점 중9오랜만에 티미&테드 형제가 돌아왔다!지만 솔직히 말하자면 티미와 테드 형제보다도 티미의 딸들인 타비타와 티나를 좀더 전면으로 내세우는게 좋지 않았을까 하는 생각도 든다. 나이먹으면서 자신도 모르게 약속을 어기고 갈라지게 되는 현실에서 저런 귀여운 딸들이 화해 해달라고 하면 바로 해야지! 신고"
"347","보스 베이비 2별점 - 총 10점 중10생각보다 좋은 아이디어고 흥미로웠다 신고"
"348","보스 베이비 2별점 - 총 10점 중10ㅡ뉴보스 넘 귀영ㄱㅡㅜㅜ 신고"
"349","보스 베이비 2별점 - 총 10점 중10올 여름 원픽!! 신고"
"350","보스 베이비 2별점 - 총 10점 중8앞부분 좀 유치하고 지루함.. 뒷부분되면 좀 재밌어용 노래는 좋음!! 신고"
"351","보스 베이비 2별점 - 총 10점 중41편은 기성품으로는  훌륭했는데 2편은  그저 안타깝다 신고"
"352","보스 베이비 2별점 - 총 10점 중10더위를 싹 날려줄 애니메이션, 깜찍함과 잔잔한 감동, 울림있는 노래가 정말 매력적입니다 신고"
"353","보스 베이비 2별점 - 총 10점 중10오랜만에 기분 좋아지고 행복해지는 러블리한 영화를 보았다 신고"
"354","보스 베이비 2별점 - 총 10점 중10보스의 두얼굴...만큼이나 재미있다규 신고"
"355","보스 베이비 2별점 - 총 10점 중6귀엽긴한데 취향이 아니어서 힘들었어요 신고"
"356","보스 베이비 2별점 - 총 10점 중10정말 재밌슴다!하지만 갠적으로 2볼꺼면 1을 보고 보는것두 좋을것 같아요! !쨌든 꼭 보시길! 정말 열심히 준비한게 보여서 더 애정이 갔어요 ㅎ 신고"
"357","보스 베이비 2별점 - 총 10점 중10기대안했는데 시간 금방가네요.ㅋㅋ 신고"
"358","보스 베이비 2별점 - 총 10점 중10재미있고캐릭터들이귀여웠어요^^ 신고"
"359","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀여워서 보다가 심장에 무리왔어요 신고"
"360","보스 베이비 2별점 - 총 10점 중10역시 귀여운 건 최고지ㅠㅠㅠ 신고"
"361","보스 베이비 2별점 - 총 10점 중10마지막에 티나가 어린 시절은 한번 이지만 가족은 영원하다라는 말에 너무 뭉클했음 좋은 메세지를 전달해주는 영화 신고"
"362","보스 베이비 2별점 - 총 10점 중10감동적이어서 놀랐어요 신고"
"363","보스 베이비 2별점 - 총 10점 중10너무 재밌게봤어요 보스베이비는 역시 너무 귀여워요~ 신고"
"364","보스 베이비 2별점 - 총 10점 중2너무 재미없어요 …보다가 중간에 나왔어요.. 신고"
"365","보스 베이비 2별점 - 총 10점 중8재미있지만 전편이 더 나아요 신고"
"366","보스 베이비 2별점 - 총 10점 중10기다려왔던 보스베이비2 너무 재밌게 잘봤어요 신고"
"367","보스 베이비 2별점 - 총 10점 중10너무 존잼탱이었음ㅋㅋ 어른을 위한 애니메이션ㅋㅋㅋ추천합니당 신고"
"368","보스 베이비 2별점 - 총 10점 중10진짜 너무너무 재미있음 한번 더 보고싶다 신고"
"369","보스 베이비 2별점 - 총 10점 중9귀엽고 사랑스러운 베이비들ㅎㅎ 신고"
"370","보스 베이비 2별점 - 총 10점 중10볼거리랑 화면 구성이 풍부해서 눈으로 보는 재미가 쏠쏠ㅋㅋ 신고"
"371","보스 베이비 2별점 - 총 10점 중10최근 본 애니메이션 중에 제일 재밌는거 같아요 ^^3는 언제나오지 ㅎㅎ 신고"
"372","보스 베이비 2별점 - 총 10점 중8깨알같은 패러디가 곳곳에 신고"
"373","보스 베이비 2별점 - 총 10점 중10동심을 찾고싶으시다면 추천드립니당 신고"
"374","보스 베이비 2별점 - 총 10점 중10웃겨서 지루할 틈이 없네요. 어른이 봐도 넘 유쾌한 영화입니다. 신고"
"375","보스 베이비 2별점 - 총 10점 중9아이랑 함께 잼나게 잘 봤어요. 신고"
"376","보스 베이비 2별점 - 총 10점 중101보다 더 탄탄한 느낌. 신고"
"377","보스 베이비 2별점 - 총 10점 중8나도 저 회사 들어 가구 싶넹..ㅎ 신고"
"378","보스 베이비 2별점 - 총 10점 중10기엽구 내용도 좋았어요~~ 신고"
"379","보스 베이비 2별점 - 총 10점 중10드림웍스에 또 한번 빠지게 될 영화 신고"
"380","보스 베이비 2별점 - 총 10점 중10어른이되면 형제애를 가끔 잊어버리는데 형제는 형제인듯 귀여워서 웃다가 분가한 동생도 생각나네여 신고"
"381","보스 베이비 2별점 - 총 10점 중10 너무 재밌었어요 !! 그리고 애들이 이해하기엔 조금 어려운 부분도 있었던 것 같아요. 신고"
"382","보스 베이비 2별점 - 총 10점 중10전편보다 영상미랑 스토리가 더 업그레이드 되었네용ㅋㅋ 즐거운 시간 보내고 왔습니당 신고"
"383","보스 베이비 2별점 - 총 10점 중101편보다 한층 더귀여워진 캐릭터들 팬들을 위한 서비스도 한가득이당 신고"
"384","보스 베이비 2별점 - 총 10점 중10간만에 재미와 감동이 어우러진 질 좋은 애니를 보았음 신고"
"385","보스 베이비 2별점 - 총 10점 중10애들이 엄청 좋아하네요 만족합니다 신고"
"386","보스 베이비 2별점 - 총 10점 중8귀엽다 귀엽다 소리밖에 안나옴ㅋㅋㅋ 신고"
"387","보스 베이비 2별점 - 총 10점 중9역시보스베이비이얌ㅋ 신고"
