"","x"
"598","보스 베이비 2별점 - 총 10점 중10베이비들이 가진 치명적 매력을 알고싶다? 그럼 봐야됨 캐릭터 하나하나 귀여움 끝판왕임 신고"
"599","보스 베이비 2별점 - 총 10점 중10기대이상으로 웃겨요^^ 신고"
"600","보스 베이비 2별점 - 총 10점 중10귀여움과 사랑스러움의 극치ㅠㅠ내일도 보러간다구요 신고"
"601","보스 베이비 2별점 - 총 10점 중10처음부터 끝까지 귀엽다 귀여워서 지구뿌실뻔ㅠㅠ하ㅠㅠㅠ 신고"
"602","보스 베이비 2별점 - 총 10점 중10재미있어요 저는 성인인데 아주 재미있게 봤네요. 신고"
"603","보스 베이비 2별점 - 총 10점 중61편보단 스토리는 중구난방인 느낌이 강함 그래도 아직도 귀여운 아기들 신고"
"604","보스 베이비 2별점 - 총 10점 중10답답한요즘 오랜만에 조카랑 함께 보는데 내가 더 재밌게 봤네요 역시 믿고보는 드림웍스!! 신고"
"605","보스 베이비 2별점 - 총 10점 중10애기들 너무 귀여워ㅜㅜㅜ 완전 N차 각!!ㅎㅎ 신고"
"606","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀엽고 너무 재밌어요 꼭 보시길!!!! 신고"
"607","보스 베이비 2별점 - 총 10점 중10코미디 어드벤쳐 액션 감동까지!!어느것하나 놓치지않았다! 오랜만에 온가족이 다 만족하는 영화였다 신고"
"608","보스 베이비 2별점 - 총 10점 중10진심 3만들어 주세요 제발 신고"
"609","보스 베이비 2별점 - 총 10점 중6블랙위도우가 백배 천배 더 재밌네 신고"
"610","보스 베이비 2별점 - 총 10점 중10애기들 너무 귀여웡ㅜㅠ 신고"
"611","보스 베이비 2별점 - 총 10점 중10 벌써부터 기대된당>< 신고"
"612","보스 베이비 2별점 - 총 10점 중10귀여운 애기들을 보니 덩달아 기분이 좋아지는것 같아요:) 신고"
"613","보스 베이비 2별점 - 총 10점 중10재미에 볼거리에 감동까지 신고"
"614","보스 베이비 2별점 - 총 10점 중4아이들은 눈에 담으세요. 남는 건 사진뿐이 아니라는 공익광고. 신고"
"615","보스 베이비 2별점 - 총 10점 중10신고"
"616","보스 베이비 2별점 - 총 10점 중6그냥 그저그런 영화였어요 신고"
"617","보스 베이비 2별점 - 총 10점 중10영상미가 장난이아니네요 내용 캐릭터 모두 푹 빠져봤어요 신고"
"618","보스 베이비 2별점 - 총 10점 중5서로를 존경하고 좋아하는 형제 신고"
"619","보스 베이비 2별점 - 총 10점 중10역시 애니메이션은 캐릭터가 반 이상 먹고 들어감. 너무 사랑스러움ㅠㅠ 신고"
"620","보스 베이비 2별점 - 총 10점 중10마음에 힐링을 얻을 수 있으면서  스토리 전개도 훌륭니다. 여러분 꼭 보세요. Ost도 마음에 속들고 계속 듣고싶어요. 신고"
"621","보스 베이비 2별점 - 총 10점 중101편도 너무 귀엽더니ㅠㅠㅠ 2편도 너무 귀여움ㅠㅠㅠ 신고"
"622","보스 베이비 2별점 - 총 10점 중8재밌고 귀여워서 보는 내내 기분이 좋아요 신고"
"623","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀엽고 재미있었음!!!?? 신고"
"624","보스 베이비 2별점 - 총 10점 중10역시 보스베이비…ㅜㅜ 신고"
"625","보스 베이비 2별점 - 총 10점 중8어른도 봐도 괜찮은 영화 인것 같다 가족이 얼마나 중요한지 알려주는 영화 크리스마스에 개봉했으면 더 좋았겠네요 스토리 나쁘지 않았고 개연성이 아쉬운 부분이 있긴 있었지만 괜찮은 영화 였습니다 신고"
"626","보스 베이비 2별점 - 총 10점 중10신고"
"627","보스 베이비 2별점 - 총 10점 중10최고의 영화다 너무 재밌다 신고"
"628","보스 베이비 2별점 - 총 10점 중6뒤에는 볼만 하긴 했는데 전체적으로는 좀 유치하고 기대이하였음 신고"
"629","보스 베이비 2별점 - 총 10점 중10보스 왤케 귀여워 ㅠㅠ  보고 나서 보스앓이 중 ㅠㅠ 1편 다시보고 또본다 진짜 ㅠ 신고"
"630","보스 베이비 2별점 - 총 10점 중10주인공 너무 귀여워요. 감동! 신고"
"631","보스 베이비 2별점 - 총 10점 중10테드 너무 귀여워요  테드 짱 신고"
"632","보스 베이비 2별점 - 총 10점 중10진짜 너무너무 재밌어요! 강추합니다!!ㅎ 신고"
"633","보스 베이비 2별점 - 총 10점 중10정말 재미있게 본 작품같아요ㅠㅠ 눈물 엄청 흘리고ㅠㅠ 신고"
"634","보스 베이비 2별점 - 총 10점 중10오랜만에 영화관 가서 귀여운 거 보면서 힐링! 신고"
"635","보스 베이비 2별점 - 총 10점 중10진짜 너무 귀여워요!!! 마지막에 감동까지 있어서 더 만족ㅠㅠ 신고"
"636","보스 베이비 2별점 - 총 10점 중10역시 애니메이션은 나를 실망시키지않아..! 딸래미 받으려고 아빠가 뛰어갈때 퐁퐁퐁 변하면서 뛰어가는 그 연출력이란.. 꼭 너를 안으려고 이만큼의 시간을 달려왔어 같음 신고"
"637","보스 베이비 2별점 - 총 10점 중10보스베이비2  너무재미있네요!내용도탄탄하고 감동도 있고~재미있게 잘봤습니다^^ 신고"
"638","보스 베이비 2별점 - 총 10점 중10어른이 봐도 잼께 봣네요^^ 신고"
"639","보스 베이비 2별점 - 총 10점 중10가볍게 보러갔다 귀여움에 힐링하고 왔습니다ㅠㅠ 신고"
"640","보스 베이비 2별점 - 총 10점 중10돌아온 보스베이비가 너무 귀여우면서도 재밌는 영화였어요!! 신고"
"641","보스 베이비 2별점 - 총 10점 중10우리 아이 때문에 봤는데 남편이랑 제가 더 많이 웃고 나왔네요~~!!^^ 신고"
"642","보스 베이비 2별점 - 총 10점 중10아이들도 또 보고 싶다 하네요^^ 신고"
"643","보스 베이비 2별점 - 총 10점 중10매력적인 주인공과 위트넘치는 스토리 신고"
"644","보스 베이비 2별점 - 총 10점 중10이런 영화라면 N차 찍어야디 ㅋㅋ 신고"
"645","보스 베이비 2별점 - 총 10점 중10캬 기대를저버리지 않네요!! 신고"
"646","보스 베이비 2별점 - 총 10점 중8유치하기만 할 줄 알았던 영화인데 은근 재밌더라.. 어른이 봐도 재밌게 볼 수 있는 애니인듯 신고"
"647","보스 베이비 2별점 - 총 10점 중10드림웍스가 또 한건해냄 보스 졸귀 ㅜ 신고"
"648","보스 베이비 2별점 - 총 10점 중10기분 좋아지는 영화였습니다 신고"
"649","보스 베이비 2별점 - 총 10점 중10난 작은 아빠가 너무 좋아♡ 신고"
"650","보스 베이비 2별점 - 총 10점 중10울 아가들 하고 싶은거 다 해! 뭘 해도 귀여움만은 놓치지말자.. 신고"
"651","보스 베이비 2별점 - 총 10점 중10귀여운 보스베이비! 교훈도있고 감동도 있네여! 신고"
"652","보스 베이비 2별점 - 총 10점 중9이렇게 귀엽게 있기? 신고"
"653","보스 베이비 2별점 - 총 10점 중10기다림 이상으로 좋앗어요ㅋㅋㅋ 신고"
"654","보스 베이비 2별점 - 총 10점 중9시간 가는 줄 몰랏네요 ㅎㅎ1편도 찾아 봐야겠습니다 신고"
"655","보스 베이비 2별점 - 총 10점 중10너무 재밌음 이런 애니 조음ㅠㅠㅠ 신고"
"656","보스 베이비 2별점 - 총 10점 중10푹 빠져서 봤어욥ㅋㅋ 또 볼 예정! 신고"
"657","보스 베이비 2별점 - 총 10점 중9캐릭터 하나 하나 귀엽고 난리ㅠ 신고"
"658","보스 베이비 2별점 - 총 10점 중9세상에서 제일 귀여운 애니메이션 신고"
"659","보스 베이비 2별점 - 총 10점 중10스토리도 존잼이지만 ㅋㅋ 캐릭터들이 졸귀야ㅋㅋㅋ 신고"
"660","보스 베이비 2별점 - 총 10점 중10사랑에 빠질 수 밖에 없는 보스베이비! 신고"
"661","보스 베이비 2별점 - 총 10점 중10너무 귀여움 ㅜㅜㅜㅜ 제발 극장가서보셔요ㅜㅜㅜ 신고"
"662","보스 베이비 2별점 - 총 10점 중8보는 내내 미소가 떠나질 않네요ㅎ 신고"
"663","보스 베이비 2별점 - 총 10점 중8진짜 귀여워 죽겠네ㅋㅋㅋㅋ 신고"
"664","보스 베이비 2별점 - 총 10점 중10캐릭터 하나하나 너무 귀여워서 심장 아팡 신고"
"665","보스 베이비 2별점 - 총 10점 중10ㅋㅋㅋ 귀여움 한도초과 이맛에 애니메이션본다 신고"
"666","보스 베이비 2별점 - 총 10점 중10귀여움 두 배 진짜 심장아파 ㅠㅠ 보고나면 너무 기분 좋아지고 극장에서 봐야 찐인듯! 신고"
"667","보스 베이비 2별점 - 총 10점 중10아 보스베이비 역시 보길 잘했어 ㅠㅠ 역시나 넘나 귀여웠어요 흑 신고"
"668","보스 베이비 2별점 - 총 10점 중10코믹은 물론 귀엽고 좋았어요ㅎㅎ 이건 진짜 어른들이 봐도 재밌는 애니네용ㅎㅎ 신고"
"669","보스 베이비 2별점 - 총 10점 중9여름방학 최고의 영화입니다 신고"
"670","보스 베이비 2별점 - 총 10점 중10감동인 장면도많았고 가족의 애뜻한이야기를 재미있고 귀엽게 영화로 볼수있어서 좋았습니다! 다시한번 또 보러가고싶네요~♡ 신고"
"671","보스 베이비 2별점 - 총 10점 중10실망시키지않는 드림웍스 신고"
"672","보스 베이비 2별점 - 총 10점 중10어른이지만 너무 재미있게 본 영화! 남녀노소 가릴 것 없이 다같이 보면 더 재밌을 듯 신고"
"673","보스 베이비 2별점 - 총 10점 중6Ost 좋고 스토리 별로더라구요 그래도 재밌어요! 신고"
"674","보스 베이비 2별점 - 총 10점 중10시종일관 베이비들 너무 귀여움ㅠㅠㅠ 귀여운 베이비들로 오늘치 힐링 가능합니다 신고"
"675","보스 베이비 2별점 - 총 10점 중10귀여움과 재미에 치였네용 보스 넘 귀여버 주거용ㅠㅠ 신고"
"676","보스 베이비 2별점 - 총 10점 중10마지막에 교훈도 있고 알찬 애니메이션이였다 신고"
"677","보스 베이비 2별점 - 총 10점 중10귀여운거 멋있는거 다 하는^^ 신고"
"678","보스 베이비 2별점 - 총 10점 중10이렇게 귀여워도 될 일..? 극장에서 본 애니메이션 넘 올만인데, 1편보다 더 재밌어진 베이비들 왕크니까 왕귀엽다!!!! 신고"
"679","보스 베이비 2별점 - 총 10점 중10귀여워서 시간 가는 줄도 몰랐어용 ㅋㅋ 신고"
"680","보스 베이비 2별점 - 총 10점 중10치명적인 보스베이비의 매력이 치임ㅜ 신고"
"681","보스 베이비 2별점 - 총 10점 중9동심을 제대로 보여준 영화 신고"
"682","보스 베이비 2별점 - 총 10점 중10완전 귀엽고 너무 재밌게 봤어요ㅋㅋㅋㅋ 신고"
"683","보스 베이비 2별점 - 총 10점 중10완전 재미있어 ㅋㅋㅋ 웃겨요!! 신고"
"684","보스 베이비 2별점 - 총 10점 중8캐릭터넘귀여워요~~ 신고"
"685","보스 베이비 2별점 - 총 10점 중8베이비 캐릭터 귀염귀염♡ 신고"
"686","보스 베이비 2별점 - 총 10점 중10귀엽고 재미있었어요.사랑스러운 스토리!! 신고"
"687","보스 베이비 2별점 - 총 10점 중10아기들의 볼 만져보고 싶다 신고"
"688","보스 베이비 2별점 - 총 10점 중10너무 너무 재미나게 관람했습니다~ 신고"
"689","보스 베이비 2별점 - 총 10점 중9귀여운 영화였어요~^^♡ 신고"
"690","보스 베이비 2별점 - 총 10점 중8귀엽고 사랑스러운 영화 신고"
"691","보스 베이비 2별점 - 총 10점 중10귀여움은 당연하고 내용도 좋은데 시즌1 보다 더 웃기고 좋았어요ㅋㅋㅋ 신고"
"692","보스 베이비 2별점 - 총 10점 중10귀여운 보스 베이비들 덕분에 시원하게 힐링 했습니다~~ 다들 보러가셔요~~~ 신고"
"693","보스 베이비 2별점 - 총 10점 중10완전 유쾌하고 감동도 있고...짱ㅠㅠㅠ 신고"
"694","보스 베이비 2별점 - 총 10점 중9군더더기 없이 간결한 재미가 한가득 신고"
"695","보스 베이비 2별점 - 총 10점 중8보스베이비 캐릭터 너무 매력적임 신고"
"696","보스 베이비 2별점 - 총 10점 중9귀엽고 상상력이 풍부한 영화였어요^^ 신고"
"697","보스 베이비 2별점 - 총 10점 중9더없이 흥겹구 경쾌한 영화임!! 신고"
"698","보스 베이비 2별점 - 총 10점 중9귀여워서 영화보는 내내 엄마미소ㅎㅎㅎ 신고"
"699","보스 베이비 2별점 - 총 10점 중10귀엽고 재밌고 즐거운 영화 신고"
"700","보스 베이비 2별점 - 총 10점 중10왤케 재미있는지~~~ 신고"
"701","보스 베이비 2별점 - 총 10점 중103살아이를 둔 아빠입니다. 올해 들어 제일 많이 웃었던 거 같아요. 지금 다니는 회사 때려치고 베이비 주식회사 입사하고 싶네요ㅋㅋ 보스베이비 완전 추천합니다! 신고"
"702","보스 베이비 2별점 - 총 10점 중10너무 귀엽고 신선하게 재밌었어요 1편도 봐야겠어요 신고"
"703","보스 베이비 2별점 - 총 10점 중10너무너무너무 귀여운 베이비 잘 보고 왔어여 짱 재밌습니다ㅎㅎㅎ 신고"
"704","보스 베이비 2별점 - 총 10점 중10진짜 너무 재밌게 봤어요!! 또 보고싶네요ㅋㅋ 3편도 나오면 좋겠네요>< 신고"
"705","보스 베이비 2별점 - 총 10점 중9너무 귀여워서 정신없이 봤네ㅎㅎㅎ 신고"
"706","보스 베이비 2별점 - 총 10점 중10애들이 재미 있데요  추천 신고"
"707","보스 베이비 2별점 - 총 10점 중10역시 기대한 것 이상으로 귀엽고 재밌었어요!! 신고"
"708","보스 베이비 2별점 - 총 10점 중8귀엽고 깜찍했어요~~^^ 신고"
"709","보스 베이비 2별점 - 총 10점 중9보스베이비 넘나 귀여운것 신고"
"710","보스 베이비 2별점 - 총 10점 중10속편인데 이렇게 재밌다니ㅋㅋㅋ 솔직히 기대 안했는데 넘 재밌게 봤네용 신고"
"711","보스 베이비 2별점 - 총 10점 중9보스베이비2 즐겁고 재미있었습니다. 신고"
"712","보스 베이비 2별점 - 총 10점 중10더운 여름에 영화관에 가서 시원하게 보냈습니다! 1편 봐서 기대하면서 예매했는데 기대 이상이네요! 재미있게 잘 봤습니다! 신고"
"713","보스 베이비 2별점 - 총 10점 중8너무 귀여운 영화야 신고"
"714","보스 베이비 2별점 - 총 10점 중10기대보다 더 좋았어요!! 굿굿!! 신고"
"715","보스 베이비 2별점 - 총 10점 중9더운 여름날 시원하게 볼만한 애니메이션 신고"
"716","보스 베이비 2별점 - 총 10점 중1030넘은 내가 애니메이션을 이렇게나 재밌게 보다니ㅋㅋㅋㅋ 신고"
"717","보스 베이비 2별점 - 총 10점 중9코믹은 물론 귀엽기까지행ㅠㅠ 신고"
"718","보스 베이비 2별점 - 총 10점 중10보스베이비2 4년의 기다림이 초기여움으로.. 신고"
"719","보스 베이비 2별점 - 총 10점 중10힐링타임으로 봤는데 너무 좋았어요! 신고"
"720","보스 베이비 2별점 - 총 10점 중8초등 학생 조카 들과 함께 봣는데 좋아 하네요^^(거리두기로 다 떨어져 앉앗음) 신고"
"721","보스 베이비 2별점 - 총 10점 중84년동안 진짜 드림웍스가 제대로만들엇네여ㅓㅋㅋㅋ 신고"
"722","보스 베이비 2별점 - 총 10점 중10너무 좋네영!!!완죤내스타일!! 신고"
"723","보스 베이비 2별점 - 총 10점 중10완전완전 재밌었어요 시간가는줄 몰랐음 신고"
"724","보스 베이비 2별점 - 총 10점 중10너무 재밌어요ㅠㅠ진짜 보스베이비 인형 사고싶어욬ㅋㅋ 신고"
"725","보스 베이비 2별점 - 총 10점 중10보는내내 행복했어요 신고"
"726","보스 베이비 2별점 - 총 10점 중101편보다 더 귀엽게 돌아왔구만ㅎㅎ 신고"
"727","보스 베이비 2별점 - 총 10점 중10스토리도 탄탄하고 연출도 뛰어나서 아이들 뿐만 아니라 어른들도 몰입하면서 볼 수 있는 영화인 것 같아요. 눈도 즐겁고 귀도 즐거운 영화예요. 시간 나면 한 번 더 보러 갈 생각이 있을 정도로 재미있었습니다 ;) 신고"
"728","보스 베이비 2별점 - 총 10점 중10기발하고 귀여운 캐릭터어른이가 봐도 재밌어요~ 신고"
"729","보스 베이비 2별점 - 총 10점 중8재밋어요 ㅎㅎ보스베이비 계속 보고싶어요 신고"
"730","보스 베이비 2별점 - 총 10점 중10완전 재밌네요 귀여움 끝장이네요ㅋㅋㅋ 신고"
"731","보스 베이비 2별점 - 총 10점 중8오ㅋㅋ 재미있게보았네요ㅋㅋ 신고"
"732","보스 베이비 2별점 - 총 10점 중101편보다 스토리가 더 탄탄해진 것 같아요! 아주 재미있게 잘 봤습니다 :D 신고"
"733","보스 베이비 2별점 - 총 10점 중91편보다 더 탄탄한 구성인 것 같았어요 스토리가 너무 좋았어요 신고"
"734","보스 베이비 2별점 - 총 10점 중10기대안하고 아이랑 보러갔는데 어른들이 깔깔웃다 나왔어요. 더빙판말고 자막으로 보는거 추천이요ㅋㅋ 신고"
"735","보스 베이비 2별점 - 총 10점 중10기대한만큼  좋았습니다^^ 신고"
"736","보스 베이비 2별점 - 총 10점 중10역시! 아이랑 함께 잼나게 잘 봤어요^^ 신고"
"737","보스 베이비 2별점 - 총 10점 중10코로나로 거의 2년만에 간 극장인데 너무 재밋게 봤네요 ㅋ주인공들 너무 귀엽고 몰입감도 최고 입니다 ㅋㅋ 자녀 있으신 분들은 자녀와 함께 꼭 보세요 ㅋㅋㅋ 간만에 시원한 극장에서 꿀영화 봤습니다 ㅋㅋ 신고"
"738","보스 베이비 2별점 - 총 10점 중10재밌당이런분위기 영호ㅓ 오랜만 신고"
"739","보스 베이비 2별점 - 총 10점 중9오랜만에 아이들과 어른이 함께 볼 수 있는 영화 신고"
"740","보스 베이비 2별점 - 총 10점 중9드림웍스에 또 한번 빠지게 되는 영화 신고"
"741","보스 베이비 2별점 - 총 10점 중101편보다 영상미랑 내용적인면도 더 업그레이드ㅋㅋ 신고"
"742","보스 베이비 2별점 - 총 10점 중10재밌었네요.한번 더 보고싶어요^^ 신고"
"743","보스 베이비 2별점 - 총 10점 중8극장에서 보니까 훨씬 더 좋았어요!! 신고"
"744","보스 베이비 2별점 - 총 10점 중8간만에 엄마미소짓고봤다 신고"
"745","보스 베이비 2별점 - 총 10점 중10너무 재밌게봤어요. 유치하다고 말할 수도 있겠지만 저는 보면서 괜히 눈물이 찔끔 나왔던ㅠ 애덜아.. 사이좋게 지내야한다 신고"
"746","보스 베이비 2별점 - 총 10점 중10개봉 첫 날 본 보람 있었어요 인생 영화♡ 신고"
"747","보스 베이비 2별점 - 총 10점 중9스토리를 정말 잘 만드는 드림웍스!! 신고"
"748","보스 베이비 2별점 - 총 10점 중10추천합니다 가족들이랑 보세요어린시절은 한번뿐이라 아이들에게 잘해주세요…나중에 후회하지 않도록 신고"
"749","보스 베이비 2별점 - 총 10점 중10돈이아깝지않아여ㅠㅠㅠ 신고"
"750","보스 베이비 2별점 - 총 10점 중10'보스 베이비가 돌아왔어요... 근데 이제 팀워크를 좀 곁들인...'1편도 재미있게 봐서 2편도 기대를 품고 봤는데 역시 ㅋㅋ개봉전 성우들 연기 영상보고 웃참했는데 영화관가서 시원하게 빵터지고 왔어요.1편을 보셨던 팬분들을 위한 테드의 복귀,그리고 2편으로 보스 베이비를 처음 접하시는 분들을 위한 테드+티나의 귀여운 팀워크베이비 혁명 제대로 즐긴 시간이었어요! 신고"
"751","보스 베이비 2별점 - 총 10점 중10역시 굿 아이가 너무 잘 봤네요. 신고"
"752","보스 베이비 2별점 - 총 10점 중10최고최고 특히 귀여움이 미쳣당 ㅋㅋ 신고"
"753","보스 베이비 2별점 - 총 10점 중10후속이 좋은 몇 안되는 사례가 될 것 신고"
"754","보스 베이비 2별점 - 총 10점 중10온가족이 봤는데 정말 즐거웠어요 ^^ 신고"
"755","보스 베이비 2별점 - 총 10점 중10대박이네여.. 진짜..미쳐따리.. 신고"
"756","보스 베이비 2별점 - 총 10점 중10귀요미 보스! 이건 꼭 봐야 합니다아 신고"
"757","보스 베이비 2별점 - 총 10점 중10재미와 감동을 다 잡은건 반칙아님?! 신고"
"758","보스 베이비 2별점 - 총 10점 중10전작보다 조금더 성숙해진 내용과 분위기., 너무 좋다 이 영화 신고"
"759","보스 베이비 2별점 - 총 10점 중10정말 재미있었어요 ㅎㅎ 또 한번 극장에서 보려고 갑니다 신고"
"760","보스 베이비 2별점 - 총 10점 중10캐릭터도 좋고 웃음포인트가 있어서 재미있었어오 신고"
"761","보스 베이비 2별점 - 총 10점 중10지금까지 보스베이비2를 기다려온 사람으로서 1편에 비해 처음엔 조금 지루한 감이 있었으나 재밌게 봤습니다 스토리는 기발하면서도 예측불가능하다는 표현이 맞겠네요! 아기들이 너무 귀욥ㅎㅎ 감동도 있고 노래 가사로 위로가 되었습니다~ 보스베이비 너무 좋아용~! 신고"
"762","보스 베이비 2별점 - 총 10점 중10아이들과 보기 굿굿 내용도 아이들한테 맞춘내용 굿굿 신고"
"763","보스 베이비 2별점 - 총 10점 중10베이비 보스는 언제나 귀엽고 재밌고 ♥ 1편 보다 재밌는 2편이라니 만수무강하세요 보스님 신고"
"764","보스 베이비 2별점 - 총 10점 중10재밌었어요 더빙으로 한번 더 보고싶네요ㅋㅋ 신고"
"765","보스 베이비 2별점 - 총 10점 중101편을 조카들이랑보고.. 개인적으로 뜻밖의 기대작이였는데 시즌2가 나와서 재밌게봤습니다 ㅎㅎ 신고"
"766","보스 베이비 2별점 - 총 10점 중10너무 재미있었어요~~^^1탄보다 보는 재미는 더 많음~~ 신고"
"767","보스 베이비 2별점 - 총 10점 중10귀여움에 힐링 얻었음..ㅠㅠ♡ 신고"
"768","보스 베이비 2별점 - 총 10점 중10더 귀여워진 후속작이라니... 좋아요 신고"
"769","보스 베이비 2별점 - 총 10점 중10보는내내 입가에 미소가 떠나질 않네요 신고"
"770","보스 베이비 2별점 - 총 10점 중10귀엽구 사랑스러워요!! 신고"
"771","보스 베이비 2별점 - 총 10점 중10엄청 오랜만에 웃고 즐긴 영화ㅋㅋㅋ 신고"
"772","보스 베이비 2별점 - 총 10점 중10아이들이 무척 좋아했어요 어른인 제가 봐도 잼났어요 ㅋㅋ 신고"
"773","보스 베이비 2별점 - 총 10점 중10영화가 진짜 개존잼이었어용 신고"
"774","보스 베이비 2별점 - 총 10점 중10유쾌하게 봤어요!마냥 어린이 영화일까 걱정했는데 정말 재밌게 잘봤네요. 신고"
"775","보스 베이비 2별점 - 총 10점 중10보스베이비2, 놀랍도록 귀엽다! 신고"
"776","보스 베이비 2별점 - 총 10점 중10예측불가한 스토리. 기발함 그리고 감동까지 굿 신고"
"777","보스 베이비 2별점 - 총 10점 중101도 귀엽고 재밌었는데 2는 더 재밌네 보는 내내 귀여워서 내적 소리 지름ㅋㅋ 영화관이 어둡고 마스크를 쓰고 있어서 다행히 아무도 내 광대 터질뻔한 웃음은 못 봤겠지ㅋ 동생이랑 또 보러가고 싶다 신고"
"778","보스 베이비 2별점 - 총 10점 중10굳굳 너무 재밌어서 또 보고싶습니다! 감동적인 스토리 까지 있어서 아이들과 보기 딱이네요! 영상미도 넘 좋아요 신고"
"779","보스 베이비 2별점 - 총 10점 중10현실에서 이런저런 일들 겪다보니 순수한 게 그리워서 이런 귀여운 걸 자꾸 찾게됩니다 ㅋㅋㅋㅋ 마음이 몽글몽글해져요ㅠ 신고"
"780","보스 베이비 2별점 - 총 10점 중10역시 귀여운 건 늘 최고야!!!! 신고"
"781","보스 베이비 2별점 - 총 10점 중8가족영화로 보기좋은데요 신고"
"782","보스 베이비 2별점 - 총 10점 중10역시 드림웍스. 1보다 더 귀여워졌다ㅋㅋㅋ 신고"
"783","보스 베이비 2별점 - 총 10점 중10여름방학에 아이들이랑 보러가면 좋아요 신고"
"784","보스 베이비 2별점 - 총 10점 중10베이비들 넘귀엽구 영화도 좋았어요! 추천합니다 신고"
"785","보스 베이비 2별점 - 총 10점 중10가족영화로 강추합니다 신고"
"786","보스 베이비 2별점 - 총 10점 중9아이와 함께 재밌게 잘 봤어요~ 신고"
"787","보스 베이비 2별점 - 총 10점 중10좋아요~~^^ 역시 드림웍스 신고"
"788","보스 베이비 2별점 - 총 10점 중10역대급 꿀잼!! 베이비들 너무 귀여워요 영화 퀄이 너무 좋아서 깜짝 놀랐습니다 신고"
"789","보스 베이비 2별점 - 총 10점 중10생각보다 너무 재밌었습니다. 기대 이상! 개인적으로 1편만큼 재밌었네요~! 신고"
"790","보스 베이비 2별점 - 총 10점 중10오랜만에 드림웍스 다운 영화보니 색다르네요 신고"
"791","보스 베이비 2별점 - 총 10점 중10다시보고싶은영화~♥ 신고"
"792","보스 베이비 2별점 - 총 10점 중10귀여운데다가 재미도 있고 여운이 남는 감동까지 있을 줄은 몰랐네요! 재미있었어요~ 신고"
"793","보스 베이비 2별점 - 총 10점 중10방학용 아이들과 딱 좋았음~~ 신고"
"794","보스 베이비 2별점 - 총 10점 중10이제까지 본 애니메이션중에서 제일 귀여웡 ㅋㅋ 신고"
"795","보스 베이비 2별점 - 총 10점 중10이게 진정한 여름 영화지~~ 귀여워서 쓰러질 뻔 ㅋ 신고"
"796","보스 베이비 2별점 - 총 10점 중10기대이상으로 멋진작품입니다 신고"
"797","보스 베이비 2별점 - 총 10점 중10볼거리도 있고 지루하지 않고 재밌었어요 신고"
"798","보스 베이비 2별점 - 총 10점 중10오랜만에 몰입하게 한 애니메이션 신고"
"799","보스 베이비 2별점 - 총 10점 중10생각보다 잼있었고, 감동도 있고~ 1편은 그냥 보베 자체라면 2편은 좀 스토리도 있어서 잼있음 요즘 볼거 너무 없었는데...보베 짱 귀염 신고"
"800","보스 베이비 2별점 - 총 10점 중10애니메이션이 이렇게 재밋을줄이야ㅋ1편도보고싶어짐ㅋㅋ 신고"
"801","보스 베이비 2별점 - 총 10점 중9귀여움에 몸서리치게하는영화 ㅎㅎ 신고"
"802","보스 베이비 2별점 - 총 10점 중10아 진짜 1편보다 배는 귀여움~~ ㅋㅋ 신고"
"803","보스 베이비 2별점 - 총 10점 중10믿고보는 보스베이비! 아이들과 꼭 보세요 신고"
"804","보스 베이비 2별점 - 총 10점 중10시작부터 남다른 애기들 ㅋㅋㅋ 이렇게 어른들 마음에 심쿵사 일으켜도 되는건가요! 짱짱 귀여워 ㅜㅜ 신고"
